rank	id	score	severity_hint	confidence_hint	category	rule	path	line	column	function	async	hot	loop	test	excerpt	message
24552	C-55e5aea54503da339799	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2148	51	<module>	0	0	1	0	match mesh_http_egress_by_workload.entry(key) {	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24553	C-f62a3a34f7e14891d564	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2189	33	<module>	0	0	1	0	mesh_tcp_inbound.entry(route.match_port).or_insert_with(|| {	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24554	C-898f65d1e27ad413f7b3	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	2213	33	<module>	0	0	1	0	config.upstreams.iter().map(|u| u.id.as_str()).collect();	Full collection scan may be on a request, metric-render, reload, or eviction path.
24555	C-f235f9bee0f6501748ef	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	2246	29	<module>	0	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24556	C-941cda8cd91506b69d68	57	medium	low	performance	rust-format-hot	src/router_cache.rs	2249	48	<module>	0	0	1	0	".unwrap_or_else(|| format!(""{}.{}"", service.name, service.namespace));"	format! allocates; verify it is not in a per-request/per-message hot loop.
24557	C-91046c4e9b9843b3f54d	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2263	29	<module>	0	0	1	0	.entry((ip.to_canonical(), sp.port))	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24558	C-e50ebbd27133595d58bf	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2272	38	<module>	0	0	1	0	mesh_sibling_skip_ids.insert(proxy.id.clone());	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24559	C-62907205faa4db6e3ade	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	2278	13	<module>	0	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24560	C-f05b96f171065eb57112	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2309	25	<module>	0	0	1	0	.entry(host.clone())	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24561	C-ef94bd785a7e6aabc009	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2350	49	<module>	0	0	1	0	wildcard_hosts_regex.entry(host.clone()).or_default().push(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24562	C-b2b8045a1efb380ee96b	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2358	46	<module>	0	0	1	0	exact_hosts_regex.entry(host.clone()).or_default().push(	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24563	C-4b1ad6053769775e98cf	57	medium	low	performance	rust-to-vec	src/router_cache.rs	2371	48	<module>	0	0	1	0	listen_path: exact_path.to_string(),	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24564	C-fe43ce310fec6b9c9486	57	medium	low	performance	rust-to-vec	src/router_cache.rs	2381	52	<module>	0	0	1	0	listen_path: exact_path.to_string(),	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24565	C-5f8216cdf1a0643ccf5a	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2386	33	<module>	0	0	1	0	.entry(host.clone())	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24566	C-98d44d20553ed3f71d0a	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2391	33	<module>	0	0	1	0	.entry(host.clone())	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24567	C-37ffa1412496105054a8	57	medium	low	performance	rust-to-vec	src/router_cache.rs	2401	49	<module>	0	0	1	0	listen_path: listen_path.to_string(),	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24568	C-66973120369a5c861f00	57	medium	low	performance	rust-to-vec	src/router_cache.rs	2407	53	<module>	0	0	1	0	listen_path: listen_path.to_string(),	Owned copy in a hot/body path may duplicate payloads or configuration snapshots.
24569	C-f9c2cad6a45df3258ec2	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2411	43	<module>	0	0	1	0	wildcard_hosts.entry(host.clone()).or_default().push(entry);	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24570	C-58e72257cbce5fbb2a2d	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2413	40	<module>	0	0	1	0	exact_hosts.entry(host.clone()).or_default().push(entry);	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24571	C-758ed900c9b69146929f	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	2683	33	find_regex_match_indexed	0	0	1	0	let winner_idx = matches.iter().next()?;	Full collection scan may be on a request, metric-render, reload, or eviction path.
24572	C-a31b0d3f89b7305213fd	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	2692	13	find_regex_match_indexed	0	0	1	0	.iter()	Full collection scan may be on a request, metric-render, reload, or eviction path.
24573	C-913bc27fa4f68662bbb2	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	2829	21	blend_resident_keys	0	0	1	0	for entry in map.iter().skip(offset).take(budget) {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24574	C-0442491b8d365b63b9cc	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2830	17	blend_resident_keys	0	0	1	0	if !seen.insert(entry.key().clone()) {	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24575	C-6bfd4d69629e2b0acc01	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	2946	17	frequency_aware_evict	0	0	1	0	if !seen.insert(key.clone()) {	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24576	C-07bd5794ca78ea8a2ed2	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	2963	67	frequency_aware_evict	0	0	1	0	let rotation_steps = (blend_rotation / HEAD_BLEND_PERIOD) as usize;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24577	C-e5910b3d78636ecfe450	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	3285	52	cms_incremental_aging_completes_without_full_row_sweep	0	0	1	0	"let hot0 = CountMinSketch::fnv1a(""hot"", 0) as usize & cms.width_mask;"	Narrowing/platform-dependent cast needs overflow/truncation validation.
24578	C-644129fba674e2678f43	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	3286	69	cms_incremental_aging_completes_without_full_row_sweep	0	0	1	0	"let hot1 = CountMinSketch::fnv1a(""hot"", 0x9e3779b97f4a7c15) as usize & cms.width_mask;"	Narrowing/platform-dependent cast needs overflow/truncation validation.
24579	C-2b6011350f828e1cec88	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3288	22	cms_incremental_aging_completes_without_full_row_sweep	0	0	1	0	".map(|i| format!(""cycle-driver-{i}""))"	format! allocates; verify it is not in a per-request/per-message hot loop.
24580	C-3c5b60fdc858324dd489	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	3290	54	cms_incremental_aging_completes_without_full_row_sweep	0	0	1	0	let d0 = CountMinSketch::fnv1a(k, 0) as usize & cms.width_mask;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24581	C-dbaa1aa8bed150be6496	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	3291	71	cms_incremental_aging_completes_without_full_row_sweep	0	0	1	0	let d1 = CountMinSketch::fnv1a(k, 0x9e3779b97f4a7c15) as usize & cms.width_mask;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24582	C-97e94aedda0f76e3c66c	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	3410	52	cms_overlapping_threshold_rearms_without_double_halving	0	0	1	0	"let hot0 = CountMinSketch::fnv1a(""hot"", 0) as usize & cms.width_mask;"	Narrowing/platform-dependent cast needs overflow/truncation validation.
24583	C-8e8ff1c03fa368032ad2	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	3411	69	cms_overlapping_threshold_rearms_without_double_halving	0	0	1	0	"let hot1 = CountMinSketch::fnv1a(""hot"", 0x9e3779b97f4a7c15) as usize & cms.width_mask;"	Narrowing/platform-dependent cast needs overflow/truncation validation.
24584	C-e08147e9b7861174c75e	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3413	22	cms_overlapping_threshold_rearms_without_double_halving	0	0	1	0	".map(|i| format!(""overlap-driver-{i}""))"	format! allocates; verify it is not in a per-request/per-message hot loop.
24585	C-f4b6703e1439f12615e3	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	3415	54	cms_overlapping_threshold_rearms_without_double_halving	0	0	1	0	let d0 = CountMinSketch::fnv1a(k, 0) as usize & cms.width_mask;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24586	C-06ac84e8b9eb1cab06db	57	medium	low	correctness	rust-narrowing-cast	src/router_cache.rs	3416	71	cms_overlapping_threshold_rearms_without_double_halving	0	0	1	0	let d1 = CountMinSketch::fnv1a(k, 0x9e3779b97f4a7c15) as usize & cms.width_mask;	Narrowing/platform-dependent cast needs overflow/truncation validation.
24587	C-05e1fb45493a31ef8352	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	3535	31	cms_reset_does_not_steal_age_owner_or_allow_stale_cursor	0	0	1	0	for cell in cms.row0.0.iter().chain(cms.row1.0.iter()) {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24588	C-8f427066ae4381046a36	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	3602	31	cms_reset_does_not_steal_age_owner_or_allow_stale_cursor	0	0	1	0	for cell in cms.row0.0.iter().chain(cms.row1.0.iter()) {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24589	C-84c1c0d78a68a19de77d	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	3627	31	cms_concurrent_aging_generations_do_not_overlap	0	0	1	0	for cell in cms.row0.0.iter().chain(cms.row1.0.iter()) {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24590	C-1978c5c7425d2b36178f	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	3675	31	cms_concurrent_aging_generations_do_not_overlap	0	0	1	0	for cell in cms.row0.0.iter().chain(cms.row1.0.iter()) {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24591	C-942ad4ff415cbd34c777	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	3699	25	reservoir_with_map_keys	0	0	1	0	for entry in map.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24592	C-6ccd57d187656ef5548e	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3712	23	evict_removes_low_frequency_entries	0	0	1	0	"let key = format!(""key-{}"", i);"	format! allocates; verify it is not in a per-request/per-message hot loop.
24593	C-8f2c89ffbf34af764bb4	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	3713	16	evict_removes_low_frequency_entries	0	0	1	0	map.insert(key.clone(), ());	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24594	C-0632198d9c8cb6def10d	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3732	34	evict_removes_low_frequency_entries	0	0	1	0	"if map.contains_key(&format!(""key-{}"", i)) {"	format! allocates; verify it is not in a per-request/per-message hot loop.
24595	C-e127846cb18eb5095c31	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3738	34	evict_removes_low_frequency_entries	0	0	1	0	"if map.contains_key(&format!(""key-{}"", i)) {"	format! allocates; verify it is not in a per-request/per-message hot loop.
24596	C-a3f7620fea575aead68a	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	3764	12	evict_very_small_capacity_is_noop	0	0	1	0	"map.insert(""a"".into(), ());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24597	C-1c2b07aca6fcee577814	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3776	23	evict_large_capacity_uses_bounded_sample	0	0	1	0	"let key = format!(""key-{i}"");"	format! allocates; verify it is not in a per-request/per-message hot loop.
24598	C-757f91affb9fb827717f	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	3777	16	evict_large_capacity_uses_bounded_sample	0	0	1	0	map.insert(key.clone(), ());	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24599	C-c60b39a887a4b5e1162a	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3801	24	evict_falls_back_to_head_when_reservoir_empty	0	0	1	0	"map.insert(format!(""key-{i}""), ());"	format! allocates; verify it is not in a per-request/per-message hot loop.
24600	C-7205b3df9f9faf84d129	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	3801	16	evict_falls_back_to_head_when_reservoir_empty	0	0	1	0	"map.insert(format!(""key-{i}""), ());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24601	C-eff905983a12025958b7	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3817	24	evict_skips_stale_reservoir_keys	0	0	1	0	"map.insert(format!(""live-{i}""), ());"	format! allocates; verify it is not in a per-request/per-message hot loop.
24602	C-3cc204cc4f5bc1cc634d	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	3817	16	evict_skips_stale_reservoir_keys	0	0	1	0	"map.insert(format!(""live-{i}""), ());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24603	C-1b503f2e6a4aba6e1f47	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3822	42	evict_skips_stale_reservoir_keys	0	0	1	0	"let _ = reservoir.force_push(format!(""stale-{i}""));"	format! allocates; verify it is not in a per-request/per-message hot loop.
24604	C-8feab032da0609559344	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3825	42	evict_skips_stale_reservoir_keys	0	0	1	0	"let _ = reservoir.force_push(format!(""live-{i}""));"	format! allocates; verify it is not in a per-request/per-message hot loop.
24605	C-543e8d7fe8066f8e3ffb	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3832	40	evict_skips_stale_reservoir_keys	0	0	1	0	"assert!(!map.contains_key(&format!(""stale-{i}"")));"	format! allocates; verify it is not in a per-request/per-message hot loop.
24606	C-8035338cdc1f5f5b6be5	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3845	24	evict_requeues_sampled_survivors	0	0	1	0	"map.insert(format!(""key-{i}""), ());"	format! allocates; verify it is not in a per-request/per-message hot loop.
24607	C-da195a4dbcf999ee030f	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	3845	16	evict_requeues_sampled_survivors	0	0	1	0	"map.insert(format!(""key-{i}""), ());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24608	C-bb26ab7baa8974452efb	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3848	31	evict_requeues_sampled_survivors	0	0	1	0	"sketch.increment(&format!(""key-{i}""));"	format! allocates; verify it is not in a per-request/per-message hot loop.
24609	C-cda29cad7e541ec05052	57	medium	low	performance	rust-format-hot	src/router_cache.rs	3882	24	blend_resident_keys_appends_within_bounds	0	0	1	0	"map.insert(format!(""k-{i}""), ());"	format! allocates; verify it is not in a per-request/per-message hot loop.
24610	C-1584849dfd30f9de84ae	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	3882	16	blend_resident_keys_appends_within_bounds	0	0	1	0	"map.insert(format!(""k-{i}""), ());"	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
24611	C-7ac58de56cb266516b2a	57	medium	low	performance	rust-map-full-scan	src/router_cache.rs	3902	25	blend_resident_keys_appends_within_bounds	0	0	1	0	for entry in map.iter() {	Full collection scan may be on a request, metric-render, reload, or eviction path.
24612	C-f82ac0f6a5bacefe9c9a	57	medium	low	resource-exhaustion	rust-map-insert	src/router_cache.rs	3903	26	blend_resident_keys_appends_within_bounds	0	0	1	0	seen_with_dup.insert(entry.key().clone());	State insertion needs cardinality, byte, TTL, and lifecycle bounds when keys can be traffic-derived.
